Organisation,Description,Category,Tech Stack,Tags,Idea List,IRC Channel,Org Page
ScummVM,ScummVM is a GSoC umbrella for game preservation projects,"
Other
","[' c/c++', 'sdl', ' opengl', ' assembly', 'lua']","['games', 'game engines', 'software preservation', 'software archeology']",https://wiki.scummvm.org/index.php?title=Summer_of_Code/GSoC_Ideas_2019,http://wiki.scummvm.org/index.php/Summer_of_Code/GSoC_Contact,https://summerofcode.withgoogle.com/archive/2019/organizations/5793284520148992/
shogun.ml,Unified and efficient Machine Learning,"
Science and Medicine
","['c++11', 'c++17', ' python', 'swig', 'cmake']","['machine learning', 'scientific computing', 'software engineering', 'user experience', 'data science']",https://github.com/shogun-toolbox/shogun/wiki/Google-Summer-of-Code-2019-Projects,http://webchat.freenode.net/?channels=shogun&amp;uio=d4,https://summerofcode.withgoogle.com/archive/2019/organizations/5700571963588608/
Software and Computational Systems Lab at LMU Munich,"Software Analysis, Software Verification, and Benchmarking","
Programming Languages and Development Tools
","['python', 'java', 'javascript']","['software analysis', 'benchmarking', 'result presentation', 'smt solver', 'software verification']",https://www.sosy-lab.org/gsoc/gsoc2019.php#ideas,mailto:info@sosy-lab.org,https://summerofcode.withgoogle.com/archive/2019/organizations/5660544999096320/
Software Heritage,The Great Library of Source Code,"
Data and Databases
","[' python', ' javascript', 'postgres', 'django', 'git']","['digital preservation', 'source code archive', 'free and open source software', 'big data', 'big code']",https://wiki.softwareheritage.org/wiki/Google_Summer_of_Code_2019,https://www.softwareheritage.org/community/developers/,https://summerofcode.withgoogle.com/archive/2019/organizations/5852998071222272/
SPDX (Software Product Data Exchange),Promoting open source compliance through standard communication of SW licenses.,"
Programming Languages and Development Tools
","[' python', ' java', 'golang', 'xml']","['open source', 'compliance', 'licensing']",https://wiki.spdx.org/view/GSOC/GSOC_ProjectIdeas,https://gitter.im/spdx-org,https://summerofcode.withgoogle.com/archive/2019/organizations/6051311592669184/
strace,linux syscall tracer,"
Operating Systems
","['linux', 'c', 'shell script', 'make', 'awk']","['diagnostic', 'debugging', 'tracing']",https://strace.io/wiki/GoogleSummerOfCode2019,https://strace.io,https://summerofcode.withgoogle.com/archive/2019/organizations/5915389047865344/
Submitty,Programming assignment submission with automated grading and manual TA grading,"
Other
","['php', 'python', 'postgresql', 'c++', 'javascript']","['education', 'privacy/security', 'web', 'data visualization', 'communication']",https://submitty.org/developer/project_ideas,https://join.slack.com/t/submitty/shared_invite/enQtMzE1NzgyMzUzNzI5LWNkNjUzYmZjOWJkNzdlM2QzNTM3MGYwNmQwMzQ3NjAwODUwYjI4MTRlZDNjZTFlMTk4ZjUzN2MxNzRjNDIwZTU,https://summerofcode.withgoogle.com/archive/2019/organizations/6109881407373312/
Sugar Labs,"Sugar is an activity-focused, open-source learning platform for children.","
End User Applications
","['python', 'javascript']",['education'],https://github.com/sugarlabs/GSoC/blob/master/Ideas-2019.md,https://github.com/sugarlabs/GSoC#how-to-talk-to-us-,https://summerofcode.withgoogle.com/archive/2019/organizations/5488361639247872/
Swift,Swift is a high-performance application and system programming language.,"
Programming Languages and Development Tools
","['swift', 'programming languages', 'compilers', 'ios', 'server']",['programming'],https://swift.org/gsoc2019,https://swift.org/community/#forums,https://summerofcode.withgoogle.com/archive/2019/organizations/6407128493850624/
SymbiFlow,A completely FOSS toolchain for FPGAs.,"
Programming Languages and Development Tools
","['verilog', 'fpga', 'xilinx']","['electronic design tools', 'programming languages and development tools']",https://github.com/SymbiFlow/ideas/issues,https://webchat.freenode.net/?channels=symbiflow,https://summerofcode.withgoogle.com/archive/2019/organizations/6469457059250176/
SymPy,SymPy is a Python library for symbolic mathematics.,"
Science and Medicine
",['python'],"['math', 'computer algebra']",https://github.com/sympy/sympy/wiki/GSoC-2019-Ideas,https://gitter.im/sympy/sympy,https://summerofcode.withgoogle.com/archive/2019/organizations/5652307671252992/
Synfig,Open-source 2D animation software,"
Graphics / Video / Audio / Virtual Reality
","['c++', 'gtk', 'gtkmm']","['animation', 'vector graphics']",https://synfig-docs-dev.readthedocs.io/en/latest/gsoc/2019/ideas.html#projects-ideas,https://forums.synfig.org/c/development,https://summerofcode.withgoogle.com/archive/2019/organizations/5485328519921664/
syslog-ng,Open source log management solution with over a million users worldwide.,"
Other
","['c', 'python', 'rest', 'json', 'elasticsearch']","['log management', 'high performance data processing', 'build tools', 'data processing pipeline', 'reliable log transfer']",https://github.com/balabit/syslog-ng/wiki/GSoC2019-Idea-&amp;-Project-list,https://gitter.im/balabit/syslog-ng,https://summerofcode.withgoogle.com/archive/2019/organizations/5114387092733952/
TensorFlow,An open-source machine learning framework for everyone.,"
Other
","['machine learning', 'deep learning', ' python', 'c/c++', 'data analysis']","['deep learning', 'machine learning', 'python', 'data', 'data science']",https://goo.gl/SHFKbb,https://gitter.im/tensorflow/gsoc,https://summerofcode.withgoogle.com/archive/2019/organizations/6672831360794624/
The Apache Software Foundation,Providing open source software to the public free of charge,"
Other
","[' java', ' c/c++']","['cloud', 'libraries', 'big data']",https://s.apache.org/gsoc2019ideas,https://wiki.apache.org/general/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/5617445421711360/
The Center for Connected Learning and Computer-Based Modeling,NetLogo: A language and IDE for programming and scientific simulations,"
Programming Languages and Development Tools
","[' javascript', 'scala']","[' education', 'simulation', 'research', 'programming languages']",https://github.com/NetLogo/NetLogo/wiki/Google-Summer-of-Code-Ideas-List,https://gitter.im/NetLogo/GSoC,https://summerofcode.withgoogle.com/archive/2019/organizations/6614261546090496/
The Eclipse Foundation,The Platform for Open Innovation and Collaboration,"
Programming Languages and Development Tools
","['java', 'jakarta', ' javascript', 'openj9']","['ide', 'cloud', 'iot']",https://wiki.eclipse.org/Google_Summer_of_Code_2019_Ideas,https://wiki.eclipse.org/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/4793126693109760/
The GNU Project,GNU is an operating system that is free software and respects users' freedom,"
Operating Systems
",['operating systems'],"['gnu', 'free software']",https://www.gnu.org/software/soc-projects/ideas.html,https://lists.gnu.org/mailman/listinfo/summer-of-code,https://summerofcode.withgoogle.com/archive/2019/organizations/5352439094444032/
The Honeynet Project,The Honeynet Project - R&D for Honeypot/Honeynet Technology and InfoSec Research,"
Security
","['python', 'go', ' c/c++', 'linux', 'data analysis']","['honeynets', 'honeypots', 'deception', 'research', 'malware']",https://gsoc.honeynet.org,https://gsoc-slack.honeynet.org/,https://summerofcode.withgoogle.com/archive/2019/organizations/6462296409243648/
The Java Pathfinder Team,An extensible software analysis framework for Java bytecode,"
Programming Languages and Development Tools
","['java', 'jvm', 'bytecode', 'android', 'distributed systems']","['testing', 'software model checking', 'program analysis', 'concurrency', 'virtual machine']",https://github.com/javapathfinder/jpf-core/wiki/GSoC-2019-Project-Ideas,https://groups.google.com/forum/#!forum/java-pathfinder,https://summerofcode.withgoogle.com/archive/2019/organizations/4859784585543680/
The Julia Language,A fresh approach to Technical Computing,"
Science and Medicine
",['julia'],"['technical computing', 'scientific computing', 'data science', 'machine learning', 'numerical computing']",https://julialang.org/soc/ideas-page,https://julialang.org/community/,https://summerofcode.withgoogle.com/archive/2019/organizations/4615767377575936/
The Libreswan Project,Encrypting the Internet with IKE and IPsec.,"
Security
","['c', 'nss', 'virtualization', 'python', 'web']","['vpn', 'ipsec', 'ikev2', 'encryption']",https://libreswan.org/wiki/GSoC,https://libreswan.org/wiki/IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/4734236785901568/
The Linux Foundation,A non-profit consortium dedicated to fostering the growth of Linux,"
Operating Systems
","['c', 'c++', 'cups', 'ipp']","['printing', 'wireless', 'automotive', 'lsb', 'spdx']",https://wiki.linuxfoundation.org/gsoc/google-summer-code-2019,https://wiki.linuxfoundation.org/gsoc/google-summer-code-2019#if_you_have_questions,https://summerofcode.withgoogle.com/archive/2019/organizations/6487994943406080/
The Mifos Initiative,End Poverty One Line of Code at a Time,"
End User Applications
","['android', 'spring', 'java', 'angular', 'mysql']","['fintech', 'ai', 'mobile banking', 'cloud', 'web']",https://mifosforge.jira.com/wiki/spaces/RES/pages/812810251/Google+Summer+of+Code+2019+Ideas,https://gitter.im/openMF/mifos,https://summerofcode.withgoogle.com/archive/2019/organizations/4585661988864000/
The NetBSD Foundation,Of course it runs NetBSD,"
Operating Systems
","['c', 'bsd', 'make']","['kernel', 'userland', 'unix', 'packaging', 'bsd']",https://wiki.netbsd.org/projects/gsoc/,https://wiki.netbsd.org/community/,https://summerofcode.withgoogle.com/archive/2019/organizations/6058884492427264/
The ns-3 Network Simulator Project,ns-3 is a packet-level network simulator for research and education.,"
Other
","[' c/c++', ' python']","['networking', 'research and development']",https://www.nsnam.org/wiki/GSOC2019Projects,https://ns-3.zulipchat.com,https://summerofcode.withgoogle.com/archive/2019/organizations/5495934539005952/
The Perl Foundation,Devoted to the advancement of the Perl languages through discussion and code,"
Programming Languages and Development Tools
","['c', 'perl', 'regular expressions', 'perl6', 'perl5']","['web services', 'natural language understanding', 'functional programming', 'concurrency', 'programming languages and development tools']",https://perl-gsoc-2019.github.io/ideas/,https://www.irc.perl.org/,https://summerofcode.withgoogle.com/archive/2019/organizations/6559697677582336/
The Postgres Operator,A project to create an open-sourced managed Postgresql service for Kubernetes,"
Data and Databases
","['postgresql', 'kubernetes', 'golang', 'operator', 'patroni']","['cloud', 'cloud native', 'databases', 'database services', 'cloud databases']",https://github.com/zalando-incubator/postgres-operator/blob/master/docs/gsoc-2019/ideas.md,https://postgresteam.slack.com/messages/CFYAXFT7D/,https://summerofcode.withgoogle.com/archive/2019/organizations/6187982082539520/
The Processing Foundation,Our goal is to empower people of all backgrounds to learn how to program.,"
Programming Languages and Development Tools
","['java', ' javascript', ' python', ' android', ' opengl']","['creative coding', ' graphics', ' web', ' education', ' design']",https://github.com/processing/processing/wiki/Project-List,https://discourse.processing.org/c/summer-of-code,https://summerofcode.withgoogle.com/archive/2019/organizations/5422734538964992/
The Terasology Foundation,Voxel world game/engine with a large focus on extensibility and developer tools,"
End User Applications
","['java', 'lwjgl', 'opengl', 'blender', 'gradle']","['game', 'sandbox', 'modding', 'minecraft', 'ai']",https://trello.com/b/5QQGHuTt/gsoc-ideas,https://github.com/MovingBlocks/Terasology/wiki/Using-IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/5741667284418560/
The Vega Project at the University of Washington,"Declarative formats & Applications for Creating, Saving & Sharing Visualizations","
Web
","['typescript', 'd3', 'vega', 'vega-lite', 'react']","['visualization', 'data-science']",https://docs.google.com/document/d/16uxN2ss7HHCUFqwv9znkvirMYjng3r-kFJ7nOW8azTY,https://bit.ly/join-vega-slack,https://summerofcode.withgoogle.com/archive/2019/organizations/5953843416793088/
The Wine Project,"Wine runs Windows applications on Linux, BSD, Solaris, macOS and Android.","
Other
","['c', ' opengl', ' directx', ' x11', ' win32']","['compatibility', ' desktop integration', ' 3d', ' directx', ' opengl']",https://wiki.winehq.org/SummerOfCode,https://www.winehq.org/irc,https://summerofcode.withgoogle.com/archive/2019/organizations/4848751686975488/
TimVideos.us,"Software & hardware for recording + streaming conferences, meetings, user groups","
Graphics / Video / Audio / Virtual Reality
","['python', 'verilog', 'vhdl', 'c', 'fpga']","['hardware', ' embedded', 'video', 'fpga']",https://code.timvideos.us/summer-of-code/,http://webchat.freenode.net/?channels=%23timvideos,https://summerofcode.withgoogle.com/archive/2019/organizations/6213357017759744/
Tokio,The asynchronous run-time for the Rust programming language.,"
Programming Languages and Development Tools
","['tokio_rs', 'rust']","['rust', 'networking', 'windows', 'concurrency']",https://tokio.rs/gsoc/,https://gitter.im/tokio-rs/gsoc,https://summerofcode.withgoogle.com/archive/2019/organizations/6043030627287040/
Tungsten Fabric,"Secure software defined networking for any cloud, anywhere.","
Cloud
","['linux', 'kubernetes', ' python', 'networking', ' c/c++']","['software defined networking', 'routing', 'security', 'multicloud']",https://wiki.tungsten.io/display/TUN/GSoC+2019,https://tungsten.io/community/,https://summerofcode.withgoogle.com/archive/2019/organizations/5098459072299008/
UCSC Xena,Helping biologists see the bigger picture in diverse cancer genomics data,"
Science and Medicine
","['javascript', ' python', ' clojure', ' react']","['genomics', 'cancer research', ' scientific visualization', 'bioinformatics']",https://github.com/ucscXena/ucsc-xena-client/wiki/Google-Summer-of-Code-Ideas-2019,https://groups.google.com/forum/#!forum/xena-google-summer-of-code,https://summerofcode.withgoogle.com/archive/2019/organizations/4731456398557184/
VideoLAN,VideoLAN is a team of volunteers believing in FOSS to rock the multimedia world.,"
Graphics / Video / Audio / Virtual Reality
","['c', 'opengl', 'qt', 'assembly', 'c++']","['video', 'multimedia', 'codecs', 'web', 'graphics']",https://wiki.videolan.org/SoC_2019,https://www.videolan.org/support/,https://summerofcode.withgoogle.com/archive/2019/organizations/6597728220479488/
webpack,webpack is THE build tool for modern web applications run on NodeJS,"
Web
","['javascript', 'web development', 'webasssembly', 'node.js', 'html5/css3']","['programming languages and development tools', 'tooling', 'toolchains', 'compilers', 'parser']",https://docs.google.com/document/d/19ZCaBt5UQJ45reIpCKQo_oeICpk9sPW5YjqO7ciAQh4/edit?usp=sharing,http://webpack.js.org,https://summerofcode.withgoogle.com/archive/2019/organizations/5974651593818112/
Wikimedia Foundation,Global movement whose mission is to bring free educational content to the world,"
Web
","['php', 'javascript', 'html', 'css', 'python']","['wikipedia', 'wikimedia', 'mediawiki', 'semantic web', 'i18n']",https://www.mediawiki.org/wiki/Google_Summer_of_Code/2019,https://wikimedia.zulipchat.com/#narrow/stream/180873-gsoc19-outreachy18,https://summerofcode.withgoogle.com/archive/2019/organizations/6727339445059584/
X.Org Foundation,"X Window System and related projects (Mesa, DRI, Wayland, etc.)","
Graphics / Video / Audio / Virtual Reality
","['opengl', 'vulkan', 'x11', 'wayland', 'opencl']","['graphics stack', '3d acceleration', 'media acceleration', '2d acceleration', 'windowing system']",https://www.x.org/wiki/SummerOfCodeIdeas/,https://www.x.org/wiki/SummerOfCodeIdeas/,https://summerofcode.withgoogle.com/archive/2019/organizations/4999753610297344/
Xapian Search Engine Library,"Fast, scalable and flexible search","
Data and Databases
","['c++', 'unicode', 'swig', 'linux']","['search', 'information retrieval', 'machine learning', 'linguistics', 'indexing']",https://trac.xapian.org/wiki/GSoCProjectIdeas,https://trac.xapian.org/wiki/GSoC_IRC,https://summerofcode.withgoogle.com/archive/2019/organizations/5711561895706624/
Xi Editor,A modern text editor with a backend written in Rust.,"
End User Applications
","['rust', 'swift']","['ide', 'end user application', 'text editor']",https://xi-editor.io/gsoc.html,https://xi.zulipchat.com/,https://summerofcode.withgoogle.com/archive/2019/organizations/4795917817872384/
XMPP Standards Foundation (XSF),Secure and federated communication with open standards,"
Social / Communications
","['asynchronous i/o', 'lua', 'xmpp', 'java', 'python 3']","['instant messaging', 'realtime communications', 'machine-to-machine', 'internet of things', 'xmpp']",https://wiki.xmpp.org/web/GSoC/2019/Project_Ideas,https://wiki.xmpp.org/web/GSoC/2019#Join_the_group_chat.21,https://summerofcode.withgoogle.com/archive/2019/organizations/5008573141090304/
xpra,"screen for X11, remote access for MS Windows and Mac OS","
Graphics / Video / Audio / Virtual Reality
","['python', 'javascript', 'c']","['remote-access', 'video', 'desktop', 'seamless']",https://xpra.org/trac/wiki/ProjectIdeas,http://irc.freenode.net/winswitch,https://summerofcode.withgoogle.com/archive/2019/organizations/6320987639906304/
XWiki,The Advanced Open Source Enterprise Wiki,"
Web
","['java', ' javascript', ' html5', ' css3', ' velocity']","['web development', ' wiki', ' platform', ' web applications', ' structured data']",http://gsoc.xwiki.org/,http://dev.xwiki.org/xwiki/bin/view/Community/Chat,https://summerofcode.withgoogle.com/archive/2019/organizations/6134473047932928/
Zulip Open Source Project,"Powerful, modern, open source team chat, complete with apps for every platform.","
Social / Communications
","['python', 'react native', 'django', 'javascript', 'electron']","['bots', 'mobile', 'visual design', 'chat', 'great developer tooling']",https://zulip.readthedocs.io/en/latest/overview/gsoc-ideas.html,https://chat.zulip.org/,https://summerofcode.withgoogle.com/archive/2019/organizations/4652389204754432/
ZynAddSubFX,An open source musical software synthesizer with a wide range of possibilities,"
Graphics / Video / Audio / Virtual Reality
","[' c/c++', 'ruby', 'midi', 'open-sound-control', 'opengl']","['audio', 'digital signal processing', ' visualization', 'music', 'user experience']",https://github.com/zynaddsubfx/zyn-fusion-issues/wiki/GSOC-Ideas-2019,http://zynaddsubfx.sourceforge.net/support.html,https://summerofcode.withgoogle.com/archive/2019/organizations/5486812028469248/
